iter	Logloss
468	0.2399716404
469	0.2399098615
470	0.2398215284
471	0.2397309517
472	0.2396470424
473	0.2395433255
474	0.2394981854
475	0.2394021801
476	0.2392940398
477	0.2391856087
478	0.2391215013
479	0.2390649699
480	0.238949458
481	0.2388519155
482	0.2387680168
483	0.2386886403
484	0.2385494286
485	0.2384319353
486	0.23833755
487	0.2382230307
488	0.2381989948
489	0.2381012093
490	0.2380654465
491	0.2379486307
492	0.2378439486
493	0.2377523947
494	0.2376648828
495	0.2375618441
496	0.2374685681
497	0.237394183
498	0.2373051468
499	0.2372802154
500	0.2371608363
501	0.2370027796
502	0.2368714758
503	0.2368548654
504	0.2368453712
505	0.2367751481
506	0.2366368627
507	0.2365664559
508	0.2365168652
509	0.2364374861
510	0.2364022199
511	0.2363042877
512	0.2362891025
513	0.2362032496
514	0.2360951002
515	0.2360403842
516	0.2359506349
517	0.2359007144
518	0.2358368103
519	0.2358276276
520	0.2357376617
521	0.2357019503
522	0.2355588812
523	0.2354666823
524	0.2353477835
525	0.2353336537
526	0.2351782496
527	0.2350688723
528	0.2350396499
529	0.2349966372
530	0.2348722669
531	0.2347482624
532	0.2347349032
533	0.2346983594
534	0.2346036221
535	0.2345274029
536	0.2344851392
537	0.2343964051
538	0.2342790466
539	0.2342173056
540	0.234125975
541	0.2340415944
542	0.2339686967
543	0.2339304348
544	0.2338579961
545	0.2337774992
546	0.2337162556
547	0.233611861
548	0.2335255176
549	0.2333886711
550	0.2332728073
551	0.2332125356
552	0.2331772992
553	0.2330941688
554	0.2329564712
555	0.2329439357
556	0.2329320688
557	0.2328743665
558	0.2327965589
559	0.2327849269
560	0.2326956991
561	0.2326220074
562	0.2325113125
563	0.2324022803
564	0.2322773812
565	0.2322346338
566	0.2322143728
567	0.2321336322
568	0.2320617859
569	0.2320324744
570	0.2319066105
571	0.2318996014
572	0.2317842639
573	0.2316695443
574	0.2316379623
575	0.231576746
576	0.2315513023
577	0.2314783595
578	0.2313694339
579	0.231298558
580	0.2311961072
581	0.2311399441
582	0.2310709583
583	0.230958096
584	0.2309022118
585	0.2308101219
586	0.2307207684
587	0.2306364722
588	0.2305468475
589	0.2304371564
590	0.2303700881
591	0.2302938536
592	0.2301957806
593	0.2301623569
594	0.2300419639
595	0.2299535899
596	0.2298592344
597	0.2297583246
598	0.22967388
599	0.2295550126
600	0.2295441199
601	0.229454143
602	0.2293562507
603	0.2292443739
604	0.2292254935
605	0.2292023203
606	0.2291145885
607	0.2290721858
608	0.2290047641
609	0.2289263417
610	0.228892711
611	0.2288269967
612	0.2287020182
613	0.2286163212
614	0.2285850546
615	0.2285011934
616	0.2284149297
617	0.2282921593
618	0.2282493266
619	0.2281986217
620	0.2281225645
621	0.2280614463
622	0.2279963756
623	0.2278797027
624	0.2278032481
625	0.227719621
626	0.2276493682
627	0.227583847
628	0.2275085952
629	0.2274294713
630	0.2273948339
631	0.2273489672
632	0.2272726378
633	0.22717947
634	0.2270802017
635	0.2269649044
636	0.2269551544
637	0.2268748526
638	0.2267570601
639	0.2266582326
640	0.2265969739
641	0.2265166049
642	0.2264508175
643	0.2263777844
644	0.2263594278
645	0.22632648
646	0.2262772447
647	0.2261862499
648	0.2261196121
649	0.226032016
650	0.225931725
651	0.2258543031
652	0.2257602965
653	0.2256506444
654	0.2256336427
655	0.2256160084
656	0.2255600702
657	0.2254528982
658	0.22543602
659	0.2253621651
660	0.2252991853
661	0.225246963
662	0.2251456656
663	0.2250687776
664	0.2250030714
665	0.2249021024
666	0.2248287247
667	0.2247009261
668	0.2246495647
669	0.2246032331
670	0.224502691
671	0.2244174764
672	0.2243152297
673	0.2242966564
674	0.2242313322
675	0.2241368172
676	0.2240408183
677	0.2239582611
678	0.2238729192
679	0.2238099446
680	0.2237481951
681	0.2236446141
682	0.223537866
683	0.2235215929
684	0.2234362221
685	0.2234062968
686	0.2233137776
687	0.2232815783
688	0.2232230626
689	0.2231616647
690	0.2231146832
691	0.2230835859
692	0.2230222299
693	0.2229678465
694	0.22293161
695	0.2228547576
696	0.2227697617
697	0.2226193058
698	0.2225563002
699	0.2224836077
700	0.2224343929
701	0.2223786917
702	0.2223630873
703	0.2223050019
704	0.2222312822
705	0.2221634852
706	0.2220706627
707	0.2220362671
708	0.2219787726
709	0.2219010121
710	0.2218074207
711	0.2217310892
712	0.2216250812
713	0.2215739952
714	0.2215592479
715	0.2215042871
716	0.2214746515
717	0.221400048
718	0.2213414849
719	0.2212698717
720	0.2212159283
721	0.2211212889
722	0.2210488625
723	0.2210138139
724	0.2209824634
725	0.2208757794
726	0.2208278881
727	0.2207485493
728	0.220689004
729	0.2206497802
730	0.2206079079
731	0.2205404965
732	0.2204636593
733	0.220414556
734	0.2203423022
735	0.2202300367
736	0.220124752
737	0.2200692678
738	0.2200171875
739	0.2199477929
740	0.2198805643
741	0.2198581148
742	0.2198101329
743	0.2197599883
744	0.2196567654
745	0.2196091255
746	0.2195521159
747	0.2194457634
748	0.2194146521
749	0.21938207
750	0.2193434652
751	0.2192723884
752	0.219242266
753	0.2191466939
754	0.2190597027
755	0.2189709778
756	0.2189113704
757	0.2188604303
758	0.2188072015
759	0.2187554426
760	0.2186818242
761	0.2185952174
762	0.2185459377
763	0.2184880037
764	0.218436642
765	0.2183564032
766	0.2182901534
767	0.2181844584
768	0.2181217638
769	0.2180940607
770	0.2179863835
771	0.2178965738
772	0.2178220058
773	0.2177807581
774	0.2177606991
775	0.2176875142
776	0.217562464
777	0.2175187339
778	0.217447342
779	0.2173641211
780	0.2173119735
781	0.2172786177
782	0.217195715
783	0.217106119
784	0.2169704222
785	0.2169330651
786	0.2168487346
787	0.2167972693
788	0.2167333754
789	0.2166626236
790	0.216561414
791	0.2165042318
792	0.2164342696
793	0.2163533413
794	0.2162907827
795	0.2162380168
796	0.2161604161
797	0.2161008068
798	0.2160120201
799	0.2159702992
800	0.2159255192
801	0.2159026526
802	0.215828604
803	0.2157605531
804	0.2156717827
805	0.2156043125
806	0.2155364229
807	0.2154735628
808	0.2154078458
809	0.2153218308
810	0.2152783266
811	0.2152186529
812	0.2151556298
813	0.2150256159
814	0.214979895
815	0.2148955644
816	0.2148439889
817	0.214817749
818	0.2147519627
819	0.2146727349
820	0.2146148871
821	0.2145480803
822	0.214528992
823	0.2144298523
824	0.2143556379
825	0.2142931489
826	0.2142465956
827	0.214140817
828	0.2140339484
829	0.2139773712
830	0.2139021495
831	0.2138291926
832	0.2137640696
833	0.2137071265
834	0.2136461399
835	0.2136231025
836	0.2135525339
837	0.2134998478
838	0.2134234252
839	0.2133290027
840	0.213232749
841	0.213107655
842	0.2130672074
843	0.2130084729
844	0.2129902633
845	0.2128889178
846	0.212825006
847	0.2127713286
848	0.2127533926
849	0.2126581595
850	0.2125812862
851	0.2125282175
852	0.2125037948
853	0.2124218471
854	0.2123787414
855	0.2123185807
856	0.2122341404
857	0.2121430549
858	0.2120902888
859	0.2120122473
860	0.2119261517
861	0.2118309545
862	0.2117277335
863	0.2116525739
864	0.2115845764
865	0.2115032793
866	0.2114333292
867	0.2113744448
868	0.2113450922
869	0.2112745495
870	0.2111761873
871	0.2111211292
872	0.21106603
873	0.2110013593
874	0.2109384255
875	0.210840723
876	0.210774838
877	0.21069543
878	0.2106387183
879	0.2105764524
880	0.2104841279
881	0.2104020365
882	0.2103587096
883	0.210306272
884	0.2101805091
885	0.2101305625
886	0.2101135448
887	0.210033146
888	0.2099882102
889	0.2099149171
890	0.2098228685
891	0.2098061525
892	0.2097209194
893	0.2096943221
894	0.2096591198
895	0.2095980746
896	0.2095028313
897	0.2094556329
898	0.2093850743
899	0.2093116073
900	0.2092286708
901	0.2091556413
902	0.2091037759
903	0.2090507547
904	0.2089813567
905	0.2088718046
906	0.2088171614
907	0.208701021
908	0.2086409892
909	0.208569299
910	0.2085232097
911	0.2084429317
912	0.2083814974
913	0.2083544536
914	0.2082808075
915	0.2082303229
916	0.2081624713
917	0.2080967505
918	0.2080118693
919	0.2079707831
920	0.2079026183
921	0.207833081
922	0.2077684162
923	0.2076961226
924	0.2076011744
925	0.2075089071
926	0.207492797
927	0.2073997409
928	0.2073748166
929	0.2072960391
930	0.2072332288
931	0.2071486051
932	0.2070699852
933	0.2069965007
934	0.2069488563
935	0.2069037517
936	0.2068739826
937	0.2068124464
938	0.2067372547
939	0.2066602919
940	0.2065647579
941	0.2064723701
942	0.2064079305
943	0.2063452999
944	0.2063047217
945	0.2062295919
946	0.2061880276
947	0.2061000383
948	0.2060287051
949	0.2059673068
950	0.2059000737
951	0.2058427718
952	0.2058261955
953	0.205736007
954	0.2056584767
955	0.2056144338
956	0.2055765859
957	0.2055119669
958	0.2054712078
959	0.2054257867
960	0.205352389
961	0.2053158186
962	0.2052337842
963	0.2051956255
964	0.2051561548
965	0.2050828024
966	0.2049730382
967	0.2049199763
968	0.2048438273
969	0.2047846664
970	0.2047297581
971	0.2046504784
972	0.2045516275
973	0.2044824829
974	0.2044221497
975	0.204403541
976	0.204327473
977	0.2042444633
978	0.2041800033
979	0.204134158
980	0.2040602982
981	0.2040376296
982	0.2039054884
983	0.2038255491
984	0.2037586332
985	0.2037083301
986	0.2036696281
987	0.2036021771
988	0.2035459793
989	0.2034983616
990	0.2034435648
991	0.2034075094
992	0.2033387268
993	0.2032493852
994	0.2032073271
995	0.2030818408
996	0.2030473417
997	0.2030071273
998	0.2029654057
999	0.2028798759
