iter	Passed	Remaining
848	11642	2070
849	11651	2056
850	11660	2041
851	11668	2027
852	11677	2012
853	11688	1998
854	11705	1985
855	11719	1971
856	11728	1957
857	11750	1944
858	11761	1930
859	11772	1916
860	11783	1902
861	11794	1888
862	11812	1875
863	11826	1861
864	11839	1847
865	11856	1834
866	11868	1820
867	11885	1807
868	11920	1797
869	11949	1785
870	11988	1775
871	12009	1762
872	12060	1754
873	12080	1741
874	12103	1729
875	12163	1721
876	12180	1708
877	12192	1694
878	12202	1679
879	12219	1666
880	12231	1652
881	12244	1638
882	12258	1624
883	12275	1610
884	12297	1597
885	12309	1583
886	12321	1569
887	12329	1555
888	12340	1540
889	12353	1526
890	12362	1512
891	12375	1498
892	12389	1484
893	12402	1470
894	12425	1457
895	12441	1444
896	12456	1430
897	12467	1416
898	12477	1401
899	12491	1387
900	12503	1373
901	12512	1359
902	12521	1345
903	12529	1330
904	12538	1316
905	12548	1301
906	12559	1287
907	12567	1273
908	12583	1259
909	12600	1246
910	12611	1232
911	12621	1217
912	12629	1203
913	12639	1189
914	12649	1175
915	12660	1160
916	12671	1146
917	12683	1132
918	12693	1118
919	12703	1104
920	12713	1090
921	12724	1076
922	12733	1062
923	12743	1048
924	12759	1034
925	12768	1020
926	12777	1006
927	12788	992
928	12797	978
929	12810	964
930	12829	950
931	12848	937
932	12886	925
933	12934	914
934	13003	903
935	13017	890
936	13039	876
937	13074	864
938	13091	850
939	13127	837
940	13163	825
941	13189	812
942	13209	798
943	13229	784
944	13244	770
945	13256	756
946	13268	742
947	13277	728
948	13285	713
949	13294	699
950	13302	685
951	13309	671
952	13319	656
953	13328	642
954	13337	628
955	13345	614
956	13355	600
957	13363	585
958	13373	571
959	13381	557
960	13392	543
961	13400	529
962	13409	515
963	13423	501
964	13434	487
965	13444	473
966	13453	459
967	13462	445
968	13470	430
969	13478	416
970	13487	402
971	13496	388
972	13507	374
973	13516	360
974	13521	346
975	13532	332
976	13542	318
977	13552	304
978	13560	290
979	13570	276
980	13579	263
981	13588	249
982	13597	235
983	13605	221
984	13617	207
985	13628	193
986	13637	179
987	13647	165
988	13657	151
989	13668	138
