iter	RMSE
241	0.894494386
242	0.8944275598
243	0.894344619
244	0.894252362
245	0.8941882528
246	0.8941159381
247	0.8941080219
248	0.894043538
249	0.8937609548
250	0.8936985819
251	0.8936335866
252	0.8935794174
253	0.893535615
254	0.8935050217
255	0.8933892678
256	0.8932636172
257	0.8932343696
258	0.8930724573
259	0.8929957106
260	0.8929170617
261	0.8928433829
262	0.8928421728
263	0.8927678799
264	0.8927403676
265	0.8926359352
266	0.8925900884
267	0.8925161472
268	0.8924359918
269	0.8923512348
270	0.8921735316
271	0.8921026489
272	0.8920568894
273	0.8920182024
274	0.8919329307
275	0.8918745804
276	0.891776242
277	0.8916892147
278	0.8916293477
279	0.8915728407
280	0.8915249195
281	0.8914606317
282	0.8913850014
283	0.8913389728
284	0.8912918764
285	0.8912522518
286	0.8911703336
287	0.8911205974
288	0.8910418744
289	0.8909672461
290	0.8909306372
291	0.8908824208
292	0.8908394393
293	0.8907594324
294	0.8907107688
295	0.8906134268
296	0.8905417415
297	0.8904644783
298	0.8903885289
299	0.8902885099
300	0.8901831378
301	0.890130158
302	0.8900779474
303	0.8899915001
304	0.8899526937
305	0.8898432786
306	0.8898115597
307	0.8897342157
308	0.8896409263
309	0.8895943441
310	0.889513685
311	0.8894812834
312	0.889417857
313	0.8893403132
314	0.8892956662
315	0.8892398033
316	0.8891856595
317	0.8891053359
318	0.8889879594
319	0.8889135351
320	0.8888766703
321	0.8888150039
322	0.8887642257
323	0.8887127462
324	0.8886683383
325	0.8886038657
326	0.888537098
327	0.8885011054
328	0.888455507
329	0.8884151602
330	0.88831975
331	0.8882558826
332	0.888205351
333	0.8881280032
334	0.8880665018
335	0.8879503973
336	0.8878955847
337	0.8878281991
338	0.8877521502
339	0.8876798921
340	0.8876494109
341	0.8876208607
342	0.8875714948
343	0.8874797455
344	0.8874658337
345	0.8874263505
346	0.8873494587
347	0.8873192281
348	0.8873006034
349	0.8872289598
350	0.8871844601
351	0.8870989761
352	0.88681777
353	0.8867768058
354	0.8867002422
355	0.8866624063
356	0.8866098975
357	0.886463323
358	0.8863795936
359	0.8863361595
360	0.8862769503
361	0.8862295207
362	0.8861693626
363	0.886128814
364	0.8860651581
365	0.8860064879
366	0.8859624443
367	0.8858935502
368	0.8858581386
369	0.8858267912
370	0.8857681969
371	0.8855602213
372	0.885523696
373	0.8854934179
374	0.8854499768
375	0.8853955563
376	0.885372276
377	0.8853027283
378	0.8852389618
379	0.8851602677
380	0.8850881048
381	0.8850147692
382	0.8848764515
383	0.8848165171
384	0.8847615019
385	0.8847002493
386	0.884643912
387	0.8846060368
388	0.8845481844
389	0.8844328944
390	0.8843705681
391	0.8843269922
392	0.8842674736
393	0.8841814108
394	0.8841533409
395	0.8840555748
396	0.8840170727
397	0.8840153199
398	0.8839666603
399	0.8838668875
400	0.8838388963
401	0.8838068761
402	0.8837415404
403	0.8837204938
404	0.8836565351
405	0.8836073316
406	0.8835598335
407	0.8834883218
408	0.8834580265
409	0.8833994938
410	0.8833315198
411	0.8832752711
412	0.8832020445
413	0.8831477919
414	0.8831059887
415	0.8830390015
416	0.8829829313
417	0.8829203496
418	0.8829034482
419	0.8828465492
420	0.882555404
421	0.8824934872
422	0.8824635061
423	0.8823993285
424	0.8823626027
425	0.882312435
426	0.8822643395
427	0.8821880929
428	0.882141939
429	0.8821009491
430	0.8820554488
431	0.8819437587
432	0.8818651979
433	0.8818274027
434	0.8817961949
435	0.8817912375
436	0.8817656853
437	0.8815735328
438	0.8815526585
439	0.8814755863
440	0.8814208865
441	0.8811758098
442	0.8811628257
443	0.8810983269
444	0.8810642798
445	0.8810105809
446	0.8809547982
447	0.8809191692
448	0.8808905097
449	0.8808202933
450	0.8806955787
451	0.8806547637
452	0.8806209255
453	0.8805877875
454	0.8805447589
455	0.880461546
456	0.8804412033
457	0.8803327915
458	0.8802941041
459	0.8802452974
460	0.8801862588
461	0.8801510091
462	0.8801168438
463	0.8800104692
464	0.8799701317
465	0.8799306545
466	0.8799079305
467	0.8798525252
468	0.8797042971
469	0.8795578727
470	0.879533264
471	0.8794930694
472	0.8794584787
473	0.8794465972
474	0.8793945284
475	0.8793596404
476	0.8792760112
477	0.8792255783
478	0.879210896
479	0.8791750003
480	0.879066282
481	0.8790584623
482	0.8790178403
483	0.8789503324
484	0.8788977632
485	0.8788299016
486	0.8787681808
487	0.8787452507
488	0.8786408075
489	0.8786069328
490	0.8785843011
491	0.8785412666
492	0.8784821142
493	0.8784626577
494	0.8784343328
495	0.878389295
496	0.878347868
497	0.8782973757
498	0.8782540587
499	0.8781939938
500	0.8781423715
501	0.8780856957
502	0.8780166075
503	0.8779680416
504	0.8779040883
505	0.8778636783
506	0.8778249867
507	0.8777416404
508	0.8777332481
509	0.8777221638
510	0.8777047732
511	0.8776445811
512	0.8775999579
513	0.8775898743
514	0.8775136449
515	0.8774868097
516	0.8774509151
517	0.8774276948
518	0.8774156675
519	0.8773607761
520	0.8773094154
521	0.8772229943
522	0.877190409
523	0.8771131882
524	0.8770154222
525	0.8769893314
526	0.8769537709
527	0.8768427405
528	0.8767949472
529	0.8767537653
530	0.8766848807
531	0.8766402598
532	0.8765587004
533	0.8764718177
534	0.8763983487
535	0.8763035918
536	0.8762492734
537	0.8761625657
538	0.8760791663
539	0.8760620569
540	0.8760221422
541	0.8759748686
542	0.8759350581
543	0.8759229472
544	0.8758533417
545	0.8758371394
546	0.8758261629
547	0.8757324683
548	0.8756900821
549	0.8756704956
550	0.8756113671
551	0.8755785271
552	0.8754860955
553	0.8754495304
554	0.8754198781
555	0.875370908
556	0.8753583871
557	0.8752886308
558	0.8752221299
559	0.8751603856
560	0.875121546
561	0.8750742452
562	0.8750281452
563	0.8749744032
564	0.8749286857
565	0.8748811063
566	0.8748574501
567	0.8747508025
568	0.8746679533
569	0.8746450424
570	0.8744583273
571	0.8744319015
572	0.8743758505
573	0.8743195113
574	0.8742889206
575	0.8742549904
576	0.8741945894
577	0.8741792872
578	0.8741536902
579	0.8741003761
580	0.8740559513
581	0.8740235633
582	0.8739798948
583	0.873965931
584	0.8739436928
585	0.8738805741
586	0.8738226199
587	0.8737668717
588	0.8737268304
589	0.8737176971
590	0.8736969023
591	0.8736442253
592	0.8736094215
593	0.8735739034
594	0.8735257721
595	0.8734982128
596	0.873455571
597	0.8734273066
598	0.8733907159
599	0.8733683929
600	0.8733318082
601	0.8732993201
602	0.8732680958
603	0.8732226511
604	0.8731962665
605	0.8731552247
606	0.873121023
607	0.8730578741
608	0.8730336118
609	0.8729582241
610	0.8729288457
611	0.8728666695
612	0.8728399489
613	0.8727986945
614	0.8727612162
615	0.872727399
616	0.8726555336
617	0.8726276244
618	0.8725956685
619	0.8725502949
620	0.872547128
621	0.8725161764
622	0.8724924076
623	0.8724781813
624	0.8724040724
625	0.8723779124
626	0.8723363168
627	0.872311407
628	0.8722857358
629	0.8722263602
630	0.8721773917
631	0.8721022627
632	0.8720547563
633	0.8720378504
634	0.8720185335
635	0.8719900884
636	0.8719381898
637	0.8719259047
638	0.8717797807
639	0.8717299468
640	0.8717181432
641	0.87168542
642	0.8716545341
643	0.8716143864
644	0.8715614776
645	0.8714599083
646	0.8714333769
647	0.8713824027
648	0.8713524579
649	0.8713216984
650	0.8712804829
651	0.8712290804
652	0.8711905808
653	0.8711563639
654	0.8711402896
655	0.871122397
656	0.8710913076
657	0.871027408
658	0.8710155484
659	0.8709694115
660	0.8709378299
661	0.8708776005
662	0.8708649363
663	0.8708251388
664	0.8707782986
665	0.8706380075
666	0.8705753444
667	0.8705412529
668	0.870541162
669	0.8704651313
670	0.8704504767
671	0.8704315985
672	0.8703933003
673	0.8703682606
674	0.8703353625
675	0.8703075831
676	0.8702821608
677	0.8702383336
678	0.8701876537
679	0.870091341
680	0.8700648128
681	0.8700151323
682	0.8699884384
683	0.8699623124
684	0.8699468931
685	0.8698618599
686	0.8698564998
687	0.8698489828
688	0.8698441249
689	0.8697897101
690	0.8697347334
691	0.8696846445
692	0.869681866
693	0.8696484849
694	0.869623114
695	0.8696004651
696	0.8695727546
697	0.8695401499
698	0.8695323373
699	0.8694984541
700	0.8694544468
701	0.8694493138
702	0.869400447
703	0.8693265681
704	0.8692751828
705	0.8692563242
706	0.8692191586
707	0.8691097366
708	0.8690696731
709	0.8690313828
710	0.8689979039
711	0.8689372711
712	0.8688992013
713	0.8688765649
714	0.8688617337
715	0.8688252698
716	0.8687846671
717	0.8687682901
718	0.8687317052
719	0.8687094007
720	0.8686674725
721	0.8686310511
722	0.8685843716
723	0.8685298343
724	0.8684924616
725	0.8684480324
726	0.8684265929
727	0.8683801103
728	0.8683474045
729	0.868326676
730	0.8682537181
731	0.8682342058
732	0.8681850506
733	0.8681637415
734	0.868136872
735	0.8681074766
736	0.868059308
737	0.8680335641
738	0.8680165838
739	0.867960875
740	0.8679184693
741	0.8679001691
742	0.8678848344
743	0.8678435424
744	0.8677926232
745	0.8676969437
746	0.8676620382
747	0.8676227672
748	0.8676030518
749	0.8675817849
750	0.8675470644
751	0.8675064342
752	0.8675016199
753	0.8674671701
754	0.8674375882
755	0.8673883492
756	0.8673177642
757	0.8672759445
758	0.867234403
759	0.8671767517
760	0.8671393898
761	0.8671223873
762	0.8671086115
763	0.8670721303
764	0.8670062785
765	0.8669637215
766	0.8669115605
767	0.8668131044
768	0.8667835418
769	0.8667276652
770	0.86667268
771	0.8666426104
772	0.8665669824
773	0.866526917
774	0.8664887458
775	0.8664411688
776	0.8663984464
777	0.8663123574
778	0.8662744888
779	0.8662403459
780	0.8662153932
781	0.8661813333
782	0.8661481587
783	0.866116734
784	0.8660803849
785	0.8660545661
786	0.8660239016
787	0.8659741381
788	0.8659338632
789	0.8659049019
790	0.8658435805
791	0.8657888256
792	0.8657202776
793	0.8656748182
794	0.8656393423
795	0.86555717
796	0.865518787
797	0.8654539068
798	0.8654279769
799	0.8654087911
800	0.8653857625
801	0.8653645231
802	0.8653352985
803	0.8653124019
804	0.8653050406
805	0.8652563118
806	0.8652462328
807	0.8652434208
808	0.8652220666
809	0.8651914538
810	0.86519009
811	0.8651706214
812	0.8651602072
813	0.8651289134
814	0.865086611
815	0.8650661572
816	0.8650505156
817	0.8650224052
818	0.8650035273
819	0.8649599383
820	0.8649406328
821	0.8649254372
822	0.8648845856
823	0.8648777195
824	0.8648572604
825	0.8648067288
826	0.8647638721
827	0.8647353336
828	0.8647214071
829	0.8646804936
830	0.8646424619
831	0.8646090469
832	0.8645635949
833	0.8645182818
834	0.8645009002
835	0.8644755914
836	0.8644515441
837	0.864395225
838	0.8643575387
839	0.864320823
840	0.8642840245
841	0.8642365358
842	0.8642204114
843	0.8642106844
844	0.8641983942
845	0.8641603375
846	0.8641229256
847	0.8640957072
848	0.864075709
849	0.8640462235
850	0.8640364246
851	0.8640113025
852	0.8638697342
853	0.8638403632
854	0.8638238135
855	0.8638067836
856	0.863796824
857	0.863730567
858	0.8637150754
859	0.8636057827
860	0.8635731697
861	0.8635731631
862	0.8635437712
863	0.8635202225
864	0.8634873823
865	0.8634625038
866	0.8634390374
867	0.8633824537
868	0.8633648082
869	0.8633480652
870	0.8633185988
871	0.8632796792
872	0.8632379632
873	0.8632132329
874	0.8632029985
875	0.8631538705
876	0.8631082763
877	0.8630849284
878	0.8630727898
879	0.8630452501
880	0.862994576
881	0.8629583387
882	0.8629383535
883	0.8629101673
884	0.8628952719
885	0.8628799998
886	0.8628460788
887	0.8628224684
888	0.8628062294
889	0.8627692442
890	0.8627470606
891	0.8627325402
892	0.8627151304
893	0.8626868669
894	0.8626748128
895	0.8626419423
896	0.8626187124
897	0.8625912478
898	0.8625631027
899	0.8625475199
900	0.8625135291
901	0.8624944425
902	0.8624686233
903	0.8624511165
904	0.8624238338
905	0.8624034711
906	0.8623655232
907	0.8623501595
908	0.8623135858
909	0.862189812
910	0.862172689
911	0.8621389904
912	0.8620713286
913	0.8620406119
914	0.8619938708
915	0.8619747669
916	0.8619413477
917	0.8618971606
918	0.8618799766
919	0.8618557199
920	0.8618247717
921	0.8618061471
922	0.86177342
923	0.8617524888
924	0.8616758718
925	0.8616560406
926	0.8616397796
927	0.8616204555
928	0.8616004592
929	0.8615758073
930	0.8615019326
931	0.8614978917
932	0.8614849033
933	0.8614543193
934	0.8614311466
935	0.8613519579
936	0.8613149516
937	0.8612901815
938	0.8612493885
939	0.8612161681
940	0.8612000222
941	0.8611441824
942	0.8610886951
943	0.8610549855
944	0.8610046899
945	0.8609630167
946	0.8609130187
947	0.8608850404
948	0.8608584085
949	0.8608297949
950	0.860813208
951	0.8607945335
952	0.8607535484
953	0.860690073
954	0.8606303415
955	0.8606139563
956	0.8605778144
957	0.8605619661
958	0.8605293447
959	0.86049582
960	0.8604510918
961	0.8604243548
962	0.8604039422
963	0.8603496728
964	0.8602917479
965	0.8602562283
966	0.860233078
967	0.8602044683
968	0.8601520149
969	0.8601282188
970	0.8601062699
971	0.8600872122
972	0.8600705875
973	0.8600313429
974	0.8600313393
975	0.8599894119
976	0.8599790251
977	0.8599519733
978	0.8599333705
979	0.8599187343
980	0.8598983859
981	0.8598635724
982	0.8598174543
983	0.8598103729
984	0.8597691782
985	0.859714692
986	0.8597020295
987	0.8596891062
988	0.8596674817
989	0.8596428091
990	0.8595670562
991	0.8595356821
992	0.8595061692
993	0.8594581796
994	0.8594375346
995	0.8594031925
996	0.8594031895
997	0.8593634302
998	0.8593237953
999	0.8592947124
