iter	PrecisionAt:top=5	Logloss
889	0.6258928571	0.2561073126
890	0.6267857143	0.256051605
891	0.6276785714	0.2560132033
892	0.6294642857	0.2559529218
893	0.6285714286	0.2559031991
894	0.6294642857	0.2558243478
895	0.6285714286	0.255785391
896	0.6285714286	0.255760505
897	0.6294642857	0.2557021848
898	0.6294642857	0.2556577926
899	0.6294642857	0.2556221564
900	0.6285714286	0.255568548
901	0.6303571429	0.2555086393
902	0.6303571429	0.25542801
903	0.6303571429	0.2553718769
904	0.6303571429	0.2553019334
905	0.6303571429	0.2552879806
906	0.6294642857	0.2552277881
907	0.6294642857	0.2552060975
908	0.6294642857	0.255162498
909	0.6285714286	0.2551039997
910	0.6285714286	0.2550430442
911	0.6285714286	0.2550289277
912	0.6285714286	0.2549855623
913	0.6294642857	0.2549578483
914	0.6303571429	0.2549100777
915	0.6294642857	0.2548436058
916	0.6294642857	0.2547647038
917	0.6294642857	0.2547130778
918	0.6294642857	0.2547013097
919	0.6285714286	0.2546545066
920	0.6285714286	0.254629253
921	0.6285714286	0.254565655
922	0.6285714286	0.2545359316
923	0.6285714286	0.2544744617
924	0.6285714286	0.2544587303
925	0.6276785714	0.2544113107
926	0.6276785714	0.2543789689
927	0.6285714286	0.2543100824
928	0.6294642857	0.2542640172
929	0.6294642857	0.2542525855
930	0.6294642857	0.2542397775
931	0.6303571429	0.254187699
932	0.6303571429	0.2541231719
933	0.6294642857	0.2540815862
934	0.6294642857	0.2539868353
935	0.6294642857	0.2539351099
936	0.6294642857	0.2538833819
937	0.6303571429	0.2538480219
938	0.6303571429	0.2537898395
939	0.6303571429	0.2537640726
940	0.6303571429	0.2537388681
941	0.63125	0.2537225099
942	0.6321428571	0.2536589889
943	0.6330357143	0.2535784127
944	0.6339285714	0.2535115683
945	0.6339285714	0.2534609655
946	0.6330357143	0.2534015091
947	0.6330357143	0.2533793572
948	0.6339285714	0.2533159642
949	0.6348214286	0.2532371552
950	0.6375	0.2531685338
951	0.6383928571	0.2530163911
952	0.6383928571	0.2530007728
953	0.6383928571	0.2529576289
954	0.6383928571	0.2529009649
955	0.6392857143	0.2528266553
956	0.6392857143	0.2527132013
957	0.6383928571	0.2526589139
958	0.6383928571	0.2525948002
959	0.6392857143	0.2525464015
960	0.6392857143	0.2525288959
961	0.6401785714	0.2524464247
962	0.6401785714	0.252439856
963	0.6392857143	0.2523926467
964	0.6392857143	0.252361445
965	0.6383928571	0.2522965339
966	0.6383928571	0.2522776347
967	0.6392857143	0.2522109602
968	0.64375	0.2521380233
969	0.6446428571	0.2520719961
970	0.6446428571	0.2520678712
971	0.6473214286	0.2519486006
972	0.6482142857	0.2518646917
973	0.6482142857	0.2518440457
974	0.6473214286	0.2517854802
975	0.6473214286	0.2517159234
976	0.6491071429	0.2516711026
977	0.6491071429	0.2516184326
978	0.6491071429	0.2515467858
979	0.6491071429	0.2515390031
980	0.6491071429	0.2514715176
981	0.65	0.2514070106
982	0.65	0.2513602683
983	0.65	0.2513395025
984	0.6508928571	0.2512954341
985	0.6491071429	0.2512512954
986	0.6491071429	0.2511947449
987	0.6491071429	0.2511328413
988	0.65	0.2511079082
989	0.6508928571	0.2510443152
990	0.6508928571	0.2510154895
991	0.6517857143	0.250937605
992	0.6526785714	0.2508853762
993	0.6535714286	0.250831452
994	0.6535714286	0.2507735175
995	0.6535714286	0.2507484627
996	0.6535714286	0.2507287356
997	0.6535714286	0.2507127839
998	0.6553571429	0.2506120554
999	0.6553571429	0.2505651117
