iter	PRAUC	Logloss	Recall
320	0.2114972819	0.3098478696	0.000226972221
321	0.2115191496	0.309843527	0.0002284955245
322	0.211632735	0.3098351083	0.0002284955245
323	0.2117112195	0.3098287475	0.0002254489175
324	0.2118776314	0.3098164023	0.000230018828
325	0.2120107514	0.3098052207	0.000226972221
326	0.2120868206	0.3097959093	0.000226972221
327	0.2121801402	0.3097821724	0.0002284955245
328	0.2122898881	0.3097744929	0.000236112042
329	0.2124290683	0.3097590442	0.0002376353455
330	0.2125141933	0.3097525953	0.0002437285595
331	0.2125507858	0.3097472987	0.000245251863
332	0.2126414808	0.3097391534	0.000245251863
333	0.2128171309	0.3097262042	0.0002498217735
334	0.2129410811	0.309717528	0.0002498217735
335	0.2131995805	0.3097018572	0.0002589615945
336	0.2132837401	0.3096941216	0.0002650548085
337	0.2133958156	0.3096863752	0.0002681014155
338	0.2135122881	0.3096764391	0.0002726713259
339	0.2135523792	0.3096717222	0.0002741946294
340	0.2136013366	0.3096650169	0.0002894276644
341	0.2137173444	0.3096564023	0.0002894276644
342	0.2137949538	0.3096491968	0.0003000907889
343	0.2139500027	0.3096301637	0.0002955208784
344	0.2140030675	0.3096234115	0.0002939975749
345	0.2140394177	0.3096192652	0.0002955208784
346	0.2141697751	0.3096115087	0.0003016140924
347	0.2143009406	0.3096017954	0.0003046606994
348	0.2143782119	0.3095914547	0.0003016140924
349	0.2144968741	0.3095840591	0.0003138005204
350	0.214652349	0.3095670284	0.0003138005204
351	0.2147698867	0.3095548057	0.0003138005204
352	0.2148034788	0.3095502643	0.0003138005204
353	0.2148578459	0.3095434307	0.0003198937343
354	0.2149918629	0.3095332769	0.0003244636448
355	0.2151355577	0.3095203469	0.0003290335553
356	0.2152022605	0.309504291	0.0003290335553
357	0.2153135471	0.3094925903	0.0003305568588
358	0.2153504789	0.3094873116	0.0003290335553
359	0.2154284086	0.3094790647	0.0003336034658
360	0.2155086994	0.309471833	0.0003381733763
361	0.2155520048	0.3094567081	0.0003351267693
362	0.2156185229	0.3094498493	0.0003381733763
363	0.2157672721	0.3094383655	0.0003366500728
364	0.2158581618	0.3094297216	0.0003503598043
365	0.2159460131	0.3094156539	0.0003503598043
366	0.2160732379	0.309405517	0.0003534064113
367	0.2162020359	0.3093961111	0.0003701627497
368	0.2162921312	0.3093862256	0.0003701627497
369	0.216349	0.3093794167	0.0003716860532
370	0.2164840081	0.3093675487	0.0003945356057
371	0.2165152917	0.3093572908	0.0004021521232
372	0.2165511745	0.3093539132	0.0004006288197
373	0.2166408974	0.3093469347	0.0004250016756
374	0.2167538251	0.3093365438	0.0004280482826
375	0.2168192476	0.3093258428	0.0004295715861
376	0.2169054457	0.3093141703	0.0004310948896
377	0.2170289052	0.3093039163	0.0004493745316
378	0.2170980382	0.3092939892	0.0004524211386
379	0.2172214562	0.3092843281	0.0004539444421
380	0.2173117324	0.3092736319	0.0004707007805
381	0.2174285702	0.3092623329	0.000490503726
382	0.2175305856	0.3092514345	0.000514876582
383	0.217562992	0.3092422821	0.0005179231889
384	0.2176570151	0.3092311386	0.0005194464924
385	0.2177569072	0.3092235942	0.0005255397064
386	0.2178460833	0.3092162713	0.0005301096169
387	0.2179346386	0.3092044792	0.0005316329204
388	0.218044026	0.3091919019	0.0005301096169
389	0.2181309055	0.3091798026	0.0005316329204
390	0.2182207304	0.3091705552	0.0005483892589
391	0.2182955038	0.3091634368	0.0005620989904
392	0.21836427	0.3091517913	0.0005636222939
393	0.2184566408	0.3091360055	0.0005620989904
394	0.2185321105	0.3091225085	0.0005636222939
395	0.2186569251	0.3091114087	0.0005651455973
396	0.2187712345	0.3091028102	0.0005681922043
397	0.2188363943	0.309094863	0.0005727621148
398	0.2189902485	0.3090832838	0.0005864718463
399	0.2190596015	0.3090756685	0.0005895184533
400	0.2191341939	0.3090646841	0.0005864718463
401	0.2192353009	0.3090571055	0.0005956116673
402	0.2193700269	0.3090423047	0.0005986582743
403	0.219460742	0.3090320706	0.0006108447023
404	0.2195526978	0.3090173231	0.0006077980953
405	0.2196297054	0.3090092628	0.0006108447023
406	0.2196797067	0.3090021838	0.0006138913092
407	0.2197554263	0.3089926076	0.0006184612197
408	0.2199020921	0.308978738	0.0006382641652
409	0.2199870595	0.3089722997	0.0006550205037
410	0.2200853151	0.308965233	0.0006641603246
411	0.2201704723	0.3089573044	0.0006626370211
412	0.2202520986	0.3089494977	0.0006702535386
413	0.2202908856	0.3089447296	0.0006733001456
414	0.2204480057	0.3089327682	0.0006931030911
415	0.220500154	0.3089280417	0.0006991963051
416	0.220568526	0.3089223601	0.0007068128226
417	0.2206283295	0.3089172661	0.0007083361261
418	0.2207162379	0.308907162	0.00071442934
419	0.220798484	0.3088903666	0.0007129060365
420	0.2209303024	0.3088740747	0.0007159526435
421	0.2210345946	0.3088654996	0.0007159526435
422	0.221093544	0.308859001	0.0007220458575
423	0.2212199058	0.3088478295	0.000729662375
424	0.2213123133	0.3088406966	0.0007403254995
425	0.2213984321	0.3088353152	0.0007464187135
426	0.2215193576	0.3088245064	0.0007494653205
427	0.2215521896	0.3088213094	0.000757081838
428	0.2216726146	0.3088109649	0.0007555585345
429	0.2217683532	0.3087994368	0.0007586051415
430	0.2218149729	0.3087947556	0.0007616517484
431	0.2218625782	0.3087849605	0.0007631750519
432	0.2219491885	0.3087729757	0.0007677449624
433	0.2219634519	0.3087703449	0.0007677449624
434	0.2221115623	0.3087588365	0.0007677449624
435	0.2222117203	0.308750148	0.0007677449624
436	0.2222923737	0.3087430579	0.0007768847834
437	0.2223865119	0.30872889	0.0007753614799
438	0.2224788671	0.308718485	0.0007723148729
439	0.2225742236	0.3087008826	0.0007723148729
440	0.222655969	0.3086925172	0.0007799313904
441	0.2227092158	0.3086881413	0.0007799313904
442	0.2228295123	0.3086759778	0.0007784080869
443	0.222920857	0.3086661532	0.0007860246044
444	0.2230824033	0.3086538722	0.0007936411219
445	0.2231029814	0.3086504776	0.0007997343359
446	0.223206532	0.3086418339	0.0008119207638
447	0.2233184783	0.3086305493	0.0008103974603
448	0.2233993302	0.3086229768	0.0008134440673
449	0.2235310584	0.3086095538	0.0008164906743
450	0.2236557448	0.3085986385	0.0008164906743
451	0.2237236359	0.3085922474	0.0008195372813
452	0.223802737	0.308584963	0.0008195372813
453	0.223880602	0.3085771879	0.0008241071918
454	0.2239981794	0.3085666166	0.0008180139778
455	0.2240644891	0.3085599843	0.0008271537988
456	0.2241946507	0.3085501235	0.0008378169233
457	0.2242281942	0.3085465504	0.0008408635303
458	0.2243230006	0.3085370945	0.0008515266548
459	0.2243837432	0.3085316886	0.0008621897792
460	0.2245021889	0.3085224096	0.0008789461177
461	0.2245961006	0.308512418	0.0008789461177
462	0.2246407521	0.3085077684	0.0008804694212
463	0.2247108257	0.3085017322	0.0008880859387
464	0.2248257797	0.3084915407	0.0008880859387
465	0.2249274878	0.3084816991	0.0008911325457
466	0.2250345585	0.3084714916	0.0009139820981
467	0.2251141332	0.3084626421	0.0009109354911
468	0.2251706095	0.3084576458	0.0009155054016
469	0.225261961	0.3084446739	0.0009139820981
470	0.2252767887	0.308441507	0.0009155054016
471	0.2253449852	0.3084338083	0.0009231219191
472	0.2254119994	0.3084266593	0.0009261685261
473	0.2255220305	0.3084134646	0.0009231219191
474	0.2255799441	0.3084084679	0.0009414015611
475	0.2256449225	0.3084000787	0.0009429248646
476	0.225716123	0.3083932649	0.0009551112926
477	0.2257838136	0.3083858877	0.0009612045065
478	0.2258828713	0.3083751443	0.0009703443275
479	0.2259384774	0.3083684127	0.000974914238
480	0.2259709877	0.3083648827	0.000974914238
481	0.2260604326	0.3083570013	0.0009855773625
482	0.2261546544	0.3083439984	0.0009886239695
483	0.2262150784	0.308339346	0.0009916705765
484	0.2263561659	0.3083292279	0.001002333701
485	0.2264522441	0.3083194967	0.001009950218
486	0.2265956602	0.308306705	0.001016043432
487	0.2267068238	0.3082961333	0.001022136646
488	0.2267388198	0.3082926236	0.001025183253
489	0.2267710515	0.3082815225	0.001026706557
490	0.2268353172	0.3082708459	0.001029753164
491	0.2269602055	0.3082591304	0.001035846378
492	0.2269996038	0.3082497993	0.001038892985
493	0.2270707482	0.3082360522	0.001040416288
494	0.2270957756	0.30822406	0.001041939592
495	0.2271971024	0.3082162964	0.00105412602
496	0.2272470697	0.3081986686	0.001055649323
497	0.2273195926	0.3081834101	0.001055649323
498	0.2274113442	0.3081741142	0.001052602716
499	0.2275151117	0.3081605084	0.001052602716
500	0.2275836497	0.3081517789	0.00105869593
501	0.2276101425	0.3081445667	0.001057172627
502	0.2277178155	0.3081341368	0.001061742537
503	0.2277820674	0.308126988	0.001063265841
504	0.2278489672	0.3081187032	0.001060219234
505	0.227947528	0.3081060305	0.001063265841
506	0.2280327274	0.3080991066	0.001066312448
507	0.2281829937	0.3080864563	0.001066312448
508	0.2282455026	0.3080746656	0.001070882358
509	0.2282971974	0.3080708108	0.001070882358
510	0.2283429334	0.3080651086	0.001072405662
511	0.2284133653	0.3080583755	0.001073928965
512	0.2285228465	0.3080459973	0.001076975572
513	0.2285490207	0.3080412226	0.001080022179
514	0.2286590221	0.3080312734	0.00108459209
515	0.2287597265	0.308023712	0.001087638697
516	0.2288067992	0.3080135887	0.001090685304
517	0.2288795077	0.3080046171	0.001092208607
518	0.2289498585	0.3079892678	0.001092208607
519	0.2290083648	0.3079838204	0.001087638697
520	0.2290663026	0.3079776166	0.00108459209
521	0.2290939537	0.3079738454	0.001092208607
522	0.2291324811	0.307970279	0.001092208607
523	0.2291811609	0.3079652646	0.001096778518
524	0.2292166581	0.307961561	0.001102871732
525	0.2292459034	0.3079582891	0.001107441642
526	0.2292796116	0.3079538362	0.001104395035
527	0.2293434502	0.3079449445	0.001110488249
528	0.2294040579	0.3079395741	0.001113534856
529	0.2295072212	0.3079297634	0.001125721284
530	0.2295447503	0.3079252243	0.001124197981
531	0.2296402798	0.3079154527	0.001130291195
532	0.2297328815	0.3079051738	0.001137907712
533	0.2297615811	0.3079013554	0.001139431016
534	0.2298533503	0.3078896425	0.001139431016
535	0.2298677471	0.3078865943	0.001137907712
536	0.2299864616	0.3078758114	0.001142477623
537	0.230050678	0.3078687037	0.001157710658
538	0.2301585817	0.3078588523	0.001156187354
539	0.2302255259	0.3078535728	0.001160757265
540	0.2303420659	0.3078430283	0.001166850479
541	0.2303828996	0.3078389218	0.001165327175
542	0.2304350462	0.3078321172	0.001168373782
543	0.2305217825	0.307824051	0.001182083514
544	0.2306423651	0.3078135261	0.001194269942
545	0.2307261027	0.3078062649	0.001195793245
546	0.2308449892	0.3077946295	0.001192746638
547	0.2308773668	0.3077773792	0.001194269942
548	0.2309781832	0.307768815	0.001200363156
549	0.2310759556	0.3077595244	0.001230829225
550	0.2311670779	0.3077515884	0.00124606226
551	0.2312042615	0.3077458577	0.001255202081
552	0.231264304	0.3077380994	0.001255202081
553	0.2313263056	0.3077309237	0.001255202081
554	0.2313996565	0.3077242909	0.001255202081
555	0.2314878336	0.3077161987	0.001267388509
556	0.2316004626	0.3077037615	0.001265865206
557	0.2316727527	0.3076962386	0.001275005027
558	0.231806184	0.3076806734	0.001275005027
559	0.2318911631	0.307673488	0.001284144848
560	0.2319896372	0.3076622523	0.001290238062
561	0.2321023923	0.3076521311	0.001297854579
562	0.2321649261	0.3076459953	0.001311564311
563	0.2322964873	0.3076340831	0.001311564311
564	0.2323930924	0.3076242427	0.001323750739
565	0.2324783191	0.3076131213	0.001329843953
566	0.2325558372	0.3076048534	0.00133289056
567	0.2326670585	0.3075949009	0.00133289056
568	0.2327512079	0.3075881887	0.001342030381
569	0.232801058	0.3075816735	0.001346600291
570	0.2328543724	0.307575479	0.001345076988
571	0.2329720523	0.3075648861	0.001357263416
572	0.233067562	0.307556682	0.001377066361
573	0.2331381499	0.3075488483	0.001386206182
574	0.2332341903	0.3075362057	0.001383159575
575	0.2332826649	0.3075306979	0.001378589665
576	0.2333677562	0.3075235704	0.001390776093
577	0.2334677061	0.307513735	0.001392299396
578	0.2335828881	0.3075006693	0.001401439217
579	0.2336326752	0.307489784	0.001404485824
580	0.2337080769	0.3074812924	0.001415148949
581	0.2338060059	0.3074705186	0.001415148949
582	0.2338882039	0.3074614676	0.001430381984
583	0.2339828829	0.3074535163	0.00142885868
584	0.2340296146	0.3074457404	0.001431905287
585	0.2340777296	0.3074382204	0.001437998501
586	0.2341095918	0.3074316519	0.001441045108
587	0.2341749555	0.3074246955	0.001448661626
588	0.2342888072	0.3074124202	0.001456278143
589	0.2343411325	0.3074068291	0.00145475484
590	0.2344160741	0.3073942914	0.00145475484
591	0.2344707207	0.3073883313	0.001465417964
592	0.2345244219	0.3073758047	0.001466941268
593	0.2346509852	0.307365038	0.001471511178
594	0.2347785479	0.3073512744	0.001473034481
595	0.2348307735	0.3073426136	0.001476081088
596	0.2349100545	0.3073353719	0.001477604392
597	0.2349153116	0.307326255	0.001482174302
598	0.2350179856	0.3073167158	0.001479127695
599	0.2351188435	0.3073061811	0.001485220909
